time_elapsed_sec,avg_slope
103,-2.129811899576015
104,-1.6196521378911253
105,-1.799583091961641
106,-1.5371063210249607
107,-1.6683800106869422
108,-1.8703810297759411
109,-1.246784648568293
110,-1.7555854866728673
111,-1.7792327157502985
112,-1.8672912741804926
113,-1.4082257728718417
114,-1.3864542900648964
115,-1.9385496053162299
116,-1.5078822270192374
117,-1.5186902301896659
118,-1.615932703422206
119,-1.7711961535324712
120,-1.9988233193421472
121,-1.7912354030117115
122,-2.199597625240988
123,-1.6297881678633372
124,-1.7380313108531127
125,-2.1318481476627937
126,-1.148567163499667
127,-1.4272220452199702
128,-1.4852630781488463
129,-2.1558463733827735
130,-1.4483244631474967
131,-1.3363824449456871
132,-1.1891792435476203
133,-1.7668890274979507
134,-1.5470413212758485
135,-1.9403904775792649
136,-2.070215953658868
137,-1.6673394438428844
138,-1.2787324557635882
139,-1.4905797732394495
140,-2.2436715117930772
141,-1.842285207464995
142,-1.2204716364400297
143,-1.5971253160617778
144,-2.0614101275117087
145,-1.725675971025251
146,-1.665486882185329
147,-1.7561652435658563
148,-1.1467600333994574
149,-1.536839698017206
150,-2.356834546026599
151,-2.1625456098782547
152,-1.563407107725738
153,-2.1403332027327857
154,-2.0070587883582642
155,-2.460025716340734
156,-1.5819054471557197
157,-1.6399519944929406
158,-1.863460462149855
159,-1.719118172832253
160,-1.3643412958513832
161,-1.165739027288782
162,-2.1889547958699858
163,-2.0826424190127457
164,-2.3692764491728604
165,-1.6628890295745296
166,-1.5887892931680334
167,-1.847474316531491
168,-1.5616822336997174
169,-1.6511684653805876
170,-2.113999935505947
171,-2.215458694016064
172,-1.514446617820682
173,-1.753234026421172
174,-1.6778813792651777
175,-0.7792889497576064
176,-1.646955272214341
177,-1.9816224370465518
178,-2.125956895431079
179,-1.995369499644335
180,-1.7386840161691632
181,-2.050018527032847
182,-1.0052240499280238
183,-1.5144557882013994
184,-1.0135863546301076
185,-1.461773540916031
186,-1.3840198927780476
187,-1.619878211398029
188,-1.8759339607486318
189,-1.665760309348439
190,-0.9660105473668462
191,-1.4893797844751118
192,-2.0333915169834764
193,-1.3432457608601902
194,-0.9921307317521761
195,-2.0042281828079775
196,-1.4179195812426515
197,-1.5920397059605575
198,-1.7299418239065185
199,-2.1456289954994436
200,-2.2452941810517326
201,-2.0972638627868663
202,-2.08728001219751
203,-1.3452730075961563
204,-2.3399518465370375
205,-1.4152041653051501
206,-2.0337042716712794
207,-1.4755368466690146
208,-2.2344361127215655
209,-1.6068121690232637
210,-1.6478366776370341
211,-1.5647439656253201
212,-1.731329054887982
213,-1.977359334595025
214,-1.6959188136234145
215,-1.6224077790684313
216,-1.7491811714675025
217,-2.0963203404219897
218,-1.5474410298693304
219,-0.8942746883827423
220,-1.5736907546124457
221,-1.3314189895174697
222,-1.4877432694233208
223,-1.9643338289700516
224,-2.0588886849118877
225,-1.5341364815151826
226,-1.583308784941021
227,-1.9418612316742003
228,-1.8223258789412415
229,-1.8819491376541684
230,-1.9520156562245041
231,-1.829948611609334
232,-2.155821038757224
233,-1.8794265081772465
234,-1.083788822027662
235,-2.101209695182774
236,-1.7289063888645861
237,-1.5861002150415757
238,-0.9675926685860246
239,-2.037665115306564
240,-1.7232505377832856
241,-1.8922966111873398
242,-1.807210636949246
243,-2.5377766446828587
244,-1.5407403297846176
245,-2.1638802921980704
246,-1.7663815630744348
247,-1.9508642210893825
248,-2.0342126271917014
249,-2.0317566907831703
250,-1.742958411886052
251,-1.8236743497851224
252,-0.9837359526568444
253,-1.8998207325164616
254,-2.0480211683334524
255,-1.7904921829034537
256,-1.9526738644054722
257,-1.6095857450939246
258,-1.4011149791991084
259,-1.8627155555333104
260,-2.2550392822177914
261,-1.4656984504241182
262,-1.1619010087875317
263,-1.4455703267290732
264,-1.4947198175155376
265,-1.7141216336916039
266,-1.7515072721362372
267,-1.6823611919673678
268,-1.8935727475642166
269,-1.6675992250276046
270,-1.466794036147606
271,-1.9709098574267097
272,-1.5280762394439904
273,-1.8495226257053197
274,-1.6463073798037202
275,-1.3592635285044956
276,-0.7824051192670859
277,-0.8834798047979157
278,-1.508826086292138
279,-1.901667064588312
280,-1.6066195713928806
281,-1.3071105791417115
282,-1.3950369757707615
283,-1.7575712218779989
284,-1.4906115561528164
285,-2.3461399847930733
286,-1.4983804726350012
287,-1.5628158056719654
288,-1.796415928032161
289,-2.0105105468553646
290,-1.9399798989143633
291,-1.604550143170904
292,-2.1738718151993397
293,-1.4868912868153963
294,-1.292211107591537
295,-1.54098020889481
296,-1.5054014878549122
297,-0.7120215543884308
298,-2.225030110033521
299,-1.7663826640306057
